Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds),TravelDistance (meters)
1116,"Harborwalk, Waterfront, Boston",270,"0 Sugar Hill Circle, Methuen","07/31/2016 - 08/28/2016, Every day, Daily Average",1731,1342,2232,44705
1116,"Harborwalk, Waterfront, Boston",273,"500 Trull Road, North Tewksbury, Tewksbury","07/31/2016 - 08/28/2016, Every day, Daily Average",2004,1607,2498,44455
1116,"Harborwalk, Waterfront, Boston",274,"0 Jensen Avenue, Chelmsford","07/31/2016 - 08/28/2016, Every day, Daily Average",2052,1704,2469,47279
1116,"Harborwalk, Waterfront, Boston",275,"0 Theresa Road, Stoneham","07/31/2016 - 08/28/2016, Every day, Daily Average",1210,864,1693,17166
1116,"Harborwalk, Waterfront, Boston",276,"0 Howard Street, Malden","07/31/2016 - 08/28/2016, Every day, Daily Average",948,661,1357,9629
1116,"Harborwalk, Waterfront, Boston",277,"0 Edwin H Land Boulevard, East Cambridge, Cambridge","07/31/2016 - 08/28/2016, Every day, Daily Average",605,347,1053,3376
1116,"Harborwalk, Waterfront, Boston",279,"200 Seminole Avenue, Lakeview, Waltham","07/31/2016 - 08/28/2016, Every day, Daily Average",1725,1341,2218,24090
1116,"Harborwalk, Waterfront, Boston",280,"0 Linder Terrace, Hunnewell Hill, Newton","07/31/2016 - 08/28/2016, Every day, Daily Average",950,681,1324,15727
1116,"Harborwalk, Waterfront, Boston",281,"0 Meadowbrook Road, Quincy","07/31/2016 - 08/28/2016, Every day, Daily Average",1313,921,1870,16915
1116,"Harborwalk, Waterfront, Boston",282,"0 Pleasant View Avenue, Braintree","07/31/2016 - 08/28/2016, Every day, Daily Average",1788,1268,2520,22699
1116,"Harborwalk, Waterfront, Boston",285,"100 Foster Street, Brighton, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1410,1107,1795,15026
1116,"Harborwalk, Waterfront, Boston",286,"0 Border Street, East Boston, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",204,90,460,4728
1116,"Harborwalk, Waterfront, Boston",287,"0 Murray Way, South Boston, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",866,502,1492,7123
1116,"Harborwalk, Waterfront, Boston",288,"0 Wakullah Street, Roxbury, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",938,633,1389,7484
1116,"Harborwalk, Waterfront, Boston",289,"500 Baker Street, West Roxbury, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1793,1434,2240,17488
1116,"Harborwalk, Waterfront, Boston",290,"100 Tremont Street, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",346,181,658,15078
1116,"Harborwalk, Waterfront, Boston",293,"0 Osgood Street, Salem","07/31/2016 - 08/28/2016, Every day, Daily Average",2206,1785,2725,44659
1116,"Harborwalk, Waterfront, Boston",294,"0 Chelsea Street, East Boston, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",209,107,406,4445
1116,"Harborwalk, Waterfront, Boston",295,"100 Merrimack Street, Downtown, Lowell","07/31/2016 - 08/28/2016, Every day, Daily Average",2368,1764,3177,50198
1116,"Harborwalk, Waterfront, Boston",296,"0 Cleverly Court, Quincy","07/31/2016 - 08/28/2016, Every day, Daily Average",1619,1218,2150,23415
1116,"Harborwalk, Waterfront, Boston",297,"100 Arlington Street, Bay Village, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",592,356,984,4330
1116,"Harborwalk, Waterfront, Boston",298,"100 Whitford Street, Roslindale, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1690,1331,2144,16707
1116,"Harborwalk, Waterfront, Boston",299,"0 Round Hill Street, Jamaica Plain, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1182,873,1598,9215
1116,"Harborwalk, Waterfront, Boston",301,"0 John J Brady Drive, Framingham","07/31/2016 - 08/28/2016, Every day, Daily Average",2022,1551,2635,35651
1116,"Harborwalk, Waterfront, Boston",302,"0 Leon Street, Fenway/Kenmore, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",846,535,1335,6915
1116,"Harborwalk, Waterfront, Boston",306,"0 Massachusetts 114, Peabody","07/31/2016 - 08/28/2016, Every day, Daily Average",1900,1483,2432,38142
1116,"Harborwalk, Waterfront, Boston",309,"0 Fernwood Drive, Westford","07/31/2016 - 08/28/2016, Every day, Daily Average",2274,1881,2748,55162
1116,"Harborwalk, Waterfront, Boston",310,"0 Sharon Street, Malden","07/31/2016 - 08/28/2016, Every day, Daily Average",1211,872,1680,14058
1116,"Harborwalk, Waterfront, Boston",311,"800 Monument Street, Concord","07/31/2016 - 08/28/2016, Every day, Daily Average",1977,1605,2434,34342
1116,"Harborwalk, Waterfront, Boston",313,"0 Pond Plain Road, Westwood","07/31/2016 - 08/28/2016, Every day, Daily Average",2203,1785,2717,40721
1116,"Harborwalk, Waterfront, Boston",314,"1000 Pleasant Street, East Weymouth, Weymouth","07/31/2016 - 08/28/2016, Every day, Daily Average",1776,1310,2406,29208
1116,"Harborwalk, Waterfront, Boston",316,"Edgeworth, Charlestown, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",464,266,806,3292
1116,"Harborwalk, Waterfront, Boston",317,"100 Bowen Street, D Street / West Broadway, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",723,486,1073,5083
1116,"Harborwalk, Waterfront, Boston",318,"0 Stella Road, Roslindale, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1593,1211,2095,15741
1116,"Harborwalk, Waterfront, Boston",320,"0 Pleasant Street, North Brookline, Brookline","07/31/2016 - 08/28/2016, Every day, Daily Average",1053,729,1520,7809
1116,"Harborwalk, Waterfront, Boston",324,"0 Lambert Avenue, Lynn","07/31/2016 - 08/28/2016, Every day, Daily Average",1928,1473,2522,23487
1116,"Harborwalk, Waterfront, Boston",325,"0 Ayer Street, Peabody","07/31/2016 - 08/28/2016, Every day, Daily Average",1760,1476,2097,37285
1116,"Harborwalk, Waterfront, Boston",328,"0 Clinton Street, Everett","07/31/2016 - 08/28/2016, Every day, Daily Average",916,626,1340,9445
1116,"Harborwalk, Waterfront, Boston",329,"0 Tyler Street, Ward Two, Somerville","07/31/2016 - 08/28/2016, Every day, Daily Average",877,594,1293,8135
1116,"Harborwalk, Waterfront, Boston",330,"100 Vassal Lane, West Cambridge, Cambridge","07/31/2016 - 08/28/2016, Every day, Daily Average",1193,860,1653,12913
1116,"Harborwalk, Waterfront, Boston",331,"0 Seaport Drive, Marina Bay, Quincy","07/31/2016 - 08/28/2016, Every day, Daily Average",1029,704,1503,14276
1116,"Harborwalk, Waterfront, Boston",332,"100 Wolf Pond Road, Kingston","07/31/2016 - 08/28/2016, Every day, Daily Average",3033,2200,4179,62521
1116,"Harborwalk, Waterfront, Boston",333,"0 Huntington Avenue, Prudential / St. Botolph, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",745,469,1183,4716
1116,"Harborwalk, Waterfront, Boston",334,"0 Westbourne Street, Roslindale, Boston","07/31/2016 - 08/28/2016, Every day, Daily Average",1801,1374,2359,16372
1116,"Harborwalk, Waterfront, Boston",335,"100 Everett Avenue, Chelsea","07/31/2016 - 08/28/2016, Every day, Daily Average",622,369,1045,7061
1116,"Harborwalk, Waterfront, Boston",339,"0 Autumn Lane, Natick","07/31/2016 - 08/28/2016, Every day, Daily Average",2220,1843,2673,37805
1116,"Harborwalk, Waterfront, Boston",340,"0 Bent Avenue, Cochituate, Wayland","07/31/2016 - 08/28/2016, Every day, Daily Average",1534,1162,2023,30851
1116,"Harborwalk, Waterfront, Boston",341,"0 Fountain Avenue, East Somerville, Somerville","07/31/2016 - 08/28/2016, Every day, Daily Average",616,368,1029,5265
1116,"Harborwalk, Waterfront, Boston",346,"0 Meadowbrook Road, Grafton","07/31/2016 - 08/28/2016, Every day, Daily Average",2904,1981,4255,68949
1116,"Harborwalk, Waterfront, Boston",359,"100 Colonial Road, North Attleborough Center, North Attleborough","07/31/2016 - 08/28/2016, Every day, Daily Average",2714,2200,3346,67693
1116,"Harborwalk, Waterfront, Boston",360,"0 Landsdowne Street, MIT, Cambridge","07/31/2016 - 08/28/2016, Every day, Daily Average",825,549,1238,6293
1116,"Harborwalk, Waterfront, Boston",361,"0 Hayes Street, Riverside, Cambridge","07/31/2016 - 08/28/2016, Every day, Daily Average",1089,778,1523,9197
1116,"Harborwalk, Waterfront, Boston",362,"0 Roberts Road, Mid-Cambridge, Cambridge","07/31/2016 - 08/28/2016, Every day, Daily Average",1136,809,1593,7052
1116,"Harborwalk, Waterfront, Boston",363,"0 Channing Street, West Cambridge, Cambridge","07/31/2016 - 08/28/2016, Every day, Daily Average",1000,685,1459,11743
